fold,epoch,train_loss,val_loss,val_accuracy,val_sensitivity,val_specificity,val_auc,lr
3,38,0.166387,0.197268,0.687500,0.400000,0.783333,0.673958,0.00016223
3,39,0.191281,0.198641,0.700000,0.400000,0.800000,0.662708,0.00015637
3,40,0.171270,0.213669,0.700000,0.400000,0.800000,0.645000,0.00015050
3,41,0.197610,0.182260,0.750000,0.000000,1.000000,0.723542,0.00014463
3,42,0.176457,0.204287,0.700000,0.400000,0.800000,0.552083,0.00013877
3,43,0.186261,0.178443,0.750000,0.000000,1.000000,0.648542,0.00013293
3,44,0.167600,0.207533,0.700000,0.400000,0.800000,0.665208,0.00012711
3,45,0.164805,0.200884,0.700000,0.400000,0.800000,0.653125,0.00012133
3,46,0.164385,0.240070,0.675000,0.400000,0.766667,0.579583,0.00011560
3,47,0.184027,0.204489,0.687500,0.400000,0.783333,0.727083,0.00010992
3,48,0.176566,0.194675,0.675000,0.400000,0.766667,0.683958,0.00010430
3,49,0.172853,0.206199,0.687500,0.400000,0.783333,0.673542,0.00009876
3,50,0.165690,0.202143,0.700000,0.400000,0.800000,0.664167,0.00009329
3,51,0.166834,0.196465,0.700000,0.400000,0.800000,0.682083,0.00008791
3,52,0.161375,0.197164,0.700000,0.400000,0.800000,0.692083,0.00008263
3,53,0.166227,0.208838,0.687500,0.400000,0.783333,0.689375,0.00007745
3,54,0.166908,0.201212,0.700000,0.400000,0.800000,0.711875,0.00007239
3,55,0.166101,0.207707,0.700000,0.400000,0.800000,0.697083,0.00006744
3,56,0.174566,0.200121,0.700000,0.400000,0.800000,0.719583,0.00006263
3,57,0.160295,0.194538,0.700000,0.400000,0.800000,0.717917,0.00005795
3,58,0.160835,0.187377,0.700000,0.400000,0.800000,0.718958,0.00005341
3,59,0.156696,0.185889,0.700000,0.400000,0.800000,0.712708,0.00004902
3,60,0.171687,0.211908,0.700000,0.400000,0.800000,0.722917,0.00004479
3,61,0.164645,0.189236,0.700000,0.400000,0.800000,0.713750,0.00004072
3,62,0.163409,0.198549,0.700000,0.400000,0.800000,0.717917,0.00003682
3,63,0.169621,0.194229,0.700000,0.400000,0.800000,0.714375,0.00003310
3,64,0.174442,0.190292,0.700000,0.400000,0.800000,0.721667,0.00002955
3,65,0.151221,0.238713,0.700000,0.400000,0.800000,0.703125,0.00002620
3,66,0.163540,0.193802,0.687500,0.400000,0.783333,0.722500,0.00002303
3,67,0.158997,0.221742,0.687500,0.400000,0.783333,0.716042,0.00002006
3,68,0.164158,0.183850,0.700000,0.400000,0.800000,0.722292,0.00001729
3,69,0.164177,0.225481,0.700000,0.400000,0.800000,0.713542,0.00001473
3,70,0.165552,0.199636,0.687500,0.400000,0.783333,0.710625,0.00001238
3,71,0.164144,0.196638,0.700000,0.400000,0.800000,0.700208,0.00001024
3,72,0.174674,0.221719,0.687500,0.400000,0.783333,0.699792,0.00000832
