fold,epoch,train_loss,val_loss,val_accuracy,val_sensitivity,val_specificity,val_auc,lr
1,1,0.215723,0.140852,0.745342,0.000000,1.000000,0.745325,0.00029988
1,2,0.217004,0.166528,0.745342,0.000000,1.000000,0.717276,0.00029954
1,3,0.208637,0.171446,0.745342,0.000000,1.000000,0.754065,0.00029896
1,4,0.203528,0.166022,0.745342,0.000000,1.000000,0.702439,0.00029816
1,5,0.195361,0.150930,0.745342,0.000000,1.000000,0.731707,0.00029713
1,6,0.197243,0.146817,0.745342,0.000000,1.000000,0.721748,0.00029587
1,7,0.181977,0.136675,0.745342,0.000000,1.000000,0.755894,0.00029439
1,8,0.195935,0.145400,0.745342,0.000000,1.000000,0.682520,0.00029268
1,9,0.184442,0.194215,0.745342,0.000000,1.000000,0.723171,0.00029076
1,10,0.186878,0.192985,0.745342,0.000000,1.000000,0.722764,0.00028862
1,11,0.181972,0.153243,0.745342,0.000000,1.000000,0.683333,0.00028627
1,12,0.167637,0.155237,0.745342,0.000000,1.000000,0.712602,0.00028371
1,13,0.185187,0.165971,0.745342,0.000000,1.000000,0.727033,0.00028094
1,14,0.173249,0.168197,0.745342,0.000000,1.000000,0.727033,0.00027797
1,15,0.182068,0.144456,0.739130,0.585366,0.791667,0.746138,0.00027480
1,16,0.156383,0.137051,0.745342,0.585366,0.800000,0.756504,0.00027145
1,17,0.164791,0.152347,0.732919,0.585366,0.783333,0.717886,0.00026790
1,18,0.180959,0.163879,0.745342,0.000000,1.000000,0.719512,0.00026418
1,19,0.178664,0.144583,0.745342,0.000000,1.000000,0.735366,0.00026028
1,20,0.179785,0.169940,0.745342,0.000000,1.000000,0.727033,0.00025621
1,21,0.165697,0.140837,0.732919,0.585366,0.783333,0.727642,0.00025198
1,22,0.166936,0.159592,0.745342,0.000000,1.000000,0.741463,0.00024759
1,23,0.174553,0.146493,0.745342,0.585366,0.800000,0.725203,0.00024305
1,24,0.160277,0.138036,0.745342,0.000000,1.000000,0.748374,0.00023837
1,25,0.161526,0.135198,0.757764,0.536585,0.833333,0.753252,0.00023356
1,26,0.162010,0.149606,0.745342,0.000000,1.000000,0.747967,0.00022861
1,27,0.165248,0.158034,0.745342,0.000000,1.000000,0.748984,0.00022355
1,28,0.176650,0.165046,0.745342,0.000000,1.000000,0.756911,0.00021837
1,29,0.194059,0.154049,0.745342,0.000000,1.000000,0.752439,0.00021309
1,30,0.159293,0.155322,0.745342,0.000000,1.000000,0.755285,0.00020771
1,31,0.171317,0.149645,0.745342,0.000000,1.000000,0.750203,0.00020224
1,32,0.167980,0.147048,0.745342,0.000000,1.000000,0.745528,0.00019670
1,33,0.165432,0.148428,0.745342,0.000000,1.000000,0.748984,0.00019108
1,34,0.161326,0.166586,0.745342,0.585366,0.800000,0.745528,0.00018540
1,35,0.159933,0.145013,0.745342,0.000000,1.000000,0.764837,0.00017967
1,36,0.168130,0.156618,0.745342,0.000000,1.000000,0.764837,0.00017389
1,37,0.166190,0.157041,0.745342,0.000000,1.000000,0.762398,0.00016807
1,38,0.165494,0.163325,0.745342,0.000000,1.000000,0.757724,0.00016223
1,39,0.159731,0.149743,0.745342,0.585366,0.800000,0.767276,0.00015637
1,40,0.174828,0.172989,0.770186,0.585366,0.833333,0.752846,0.00015050
1,41,0.172371,0.150578,0.745342,0.000000,1.000000,0.769919,0.00014463
1,42,0.168051,0.160627,0.757764,0.585366,0.816667,0.763211,0.00013877
1,43,0.158143,0.154156,0.757764,0.585366,0.816667,0.756911,0.00013293
1,44,0.176516,0.196442,0.745342,0.000000,1.000000,0.750813,0.00012711
1,45,0.159686,0.149789,0.745342,0.000000,1.000000,0.756301,0.00012133
1,46,0.163624,0.155089,0.757764,0.585366,0.816667,0.755081,0.00011560
1,47,0.159098,0.152402,0.745342,0.000000,1.000000,0.761789,0.00010992
1,48,0.170016,0.150901,0.770186,0.585366,0.833333,0.756301,0.00010430
1,49,0.160906,0.161493,0.745342,0.585366,0.800000,0.742276,0.00009876
1,50,0.168531,0.152041,0.770186,0.585366,0.833333,0.764431,0.00009329
1,51,0.154650,0.144190,0.757764,0.585366,0.816667,0.751016,0.00008791
1,52,0.162126,0.148096,0.745342,0.000000,1.000000,0.753049,0.00008263
1,53,0.149912,0.142192,0.782609,0.585366,0.850000,0.757927,0.00007745
1,54,0.159912,0.154846,0.757764,0.585366,0.816667,0.765854,0.00007239
1,55,0.157857,0.149078,0.745342,0.585366,0.800000,0.747967,0.00006744
1,56,0.157119,0.141271,0.757764,0.585366,0.816667,0.761789,0.00006263
1,57,0.165271,0.144069,0.757764,0.585366,0.816667,0.758333,0.00005795
1,58,0.153911,0.142695,0.757764,0.585366,0.816667,0.753049,0.00005341
1,59,0.168153,0.145134,0.745342,0.000000,1.000000,0.757520,0.00004902
1,60,0.159251,0.139843,0.770186,0.585366,0.833333,0.754268,0.00004479
1,61,0.158131,0.147178,0.770186,0.585366,0.833333,0.760772,0.00004072
1,62,0.161483,0.142245,0.782609,0.585366,0.850000,0.750203,0.00003682
1,63,0.166752,0.144806,0.770186,0.585366,0.833333,0.746545,0.00003310
1,64,0.164439,0.153673,0.745342,0.000000,1.000000,0.757724,0.00002955
1,65,0.160047,0.144856,0.757764,0.585366,0.816667,0.754472,0.00002620
1,66,0.163403,0.147312,0.770186,0.585366,0.833333,0.761382,0.00002303
